@relation images
@attribute faces_detected_up real
@attribute faces_detected_right real
@attribute faces_detected_down real
@attribute faces_detected_left real
@attribute reg0r-avg real
@attribute reg0r-var real
@attribute reg0g-avg real
@attribute reg0g-var real
@attribute reg0b-avg real
@attribute reg0b-var real
@attribute reg1r-avg real
@attribute reg1r-var real
@attribute reg1g-avg real
@attribute reg1g-var real
@attribute reg1b-avg real
@attribute reg1b-var real
@attribute reg2r-avg real
@attribute reg2r-var real
@attribute reg2g-avg real
@attribute reg2g-var real
@attribute reg2b-avg real
@attribute reg2b-var real
@attribute reg3r-avg real
@attribute reg3r-var real
@attribute reg3g-avg real
@attribute reg3g-var real
@attribute reg3b-avg real
@attribute reg3b-var real
@attribute class { "right", "down", "up", "left" }
@data
1,0,0,0,0.5101471958,0.0629430919,0.3739134934,0.0315743067,0.3215671565,0.0220452034,0.5210057947,0.0296882966,0.4152783526,0.0294790074,0.3577452401,0.0279773147,0.3951041667,0.0951380181,0.38453125,0.0593663493,0.4376909722,0.0252687217,0.2739236111,0.0561604489,0.1738020833,0.0250546766,0.1384809028,0.015060134,"up"
2,0,1,0,0.5717163086,0.0611973801,0.5689877597,0.0646904009,0.5888574774,0.0656041854,0.5554157604,0.003629192,0.5336830833,0.0042964734,0.5180622448,0.0056089854,0.5045727192,0.0213887189,0.5363966232,0.0291122455,0.5169227636,0.0408078748,0.4750259182,0.0617898625,0.4787340788,0.0591900208,0.4712066795,0.0623114739,"up"
0,0,0,0,0.3077663845,0.0037295993,0.3007236057,0.0042440726,0.2984720866,0.005927383,0.825753106,0.0002877283,0.8341352675,0.0002552176,0.8846622043,0.0003676308,0.5315623189,0.0388458974,0.5381278063,0.0402620935,0.5692782264,0.0464171833,0.6314500652,0.0426920234,0.6371306489,0.0462653628,0.6606269916,0.0543637143,"down"
3,0,1,0,0.0805951287,9.60E-005,0.0623365031,0.0001075961,0.085402821,0.0001007432,0.658123586,0.0112856461,0.6623833428,0.0117340546,0.6120793269,0.0129384228,0.1729248248,0.022723147,0.1583464293,0.0252727262,0.1616859027,0.0163409806,0.21384223,0.0238108719,0.2030799155,0.0253661938,0.2119068168,0.0180055008,"up"
1,0,0,1,0.1680422696,0.0012371757,0.1311437433,0.0008553325,0.126595237,0.0008916441,0.2323969061,0.0662009276,0.209282615,0.059087686,0.2172546387,0.0583118381,0.1007071979,0.0087362341,0.0845860486,0.0067309877,0.0866872778,0.0076391809,0.4168912915,0.0929660126,0.3709400918,0.0888544434,0.388012811,0.0938887135,"up"
1,0,0,1,0.2882673475,0.0333857373,0.170952691,0.0109719009,0.1195017497,0.0048473696,0.5619778103,0.0157966536,0.5348069933,0.0238448089,0.5259857178,0.0301124025,0.3006952491,0.0221353857,0.2584552433,0.0137341414,0.2492961508,0.0127052578,0.3947507785,0.0246884692,0.3206044503,0.0169794903,0.2827934893,0.0140176689,"up"
1,0,0,0,0.4838183594,0.0281026412,0.2712060547,0.0234212101,0.1476220703,0.0162665584,0.8206152344,0.0351981963,0.6320556641,0.0260819811,0.5096386719,0.0248991996,0.1203164193,0.0076427988,0.0780139528,0.0019070046,0.0609975962,0.000735319,0.3645680916,0.0271330895,0.1965601484,0.0088858715,0.1180824101,0.0037297689,"up"
1,0,0,0,0.5066750266,0.0868424027,0.455768932,0.0647833344,0.477773493,0.0707204686,0.4817255194,0.0749929087,0.4326685125,0.0552060551,0.4591189298,0.0604705629,0.7839566055,0.0001523492,0.6940443572,0.000140501,0.7344101748,6.81E-005,0.0869853377,0.0017766739,0.0859004739,0.0016812568,0.0816054502,0.001832016,"left"
0,1,0,0,0.7514065829,0.0004126098,0.7012634277,0.0004714969,0.564666748,0.000511113,0.7626259544,0.000136181,0.7204881148,0.0002109217,0.5964036421,0.0003099303,0.765130702,0.0001674216,0.7242928021,0.0002818294,0.5975692387,0.0003620596,0.7558519698,0.0003044923,0.7108801096,0.0004705098,0.5817054206,0.0006914135,"up"
1,1,1,1,0.6374913996,0.0230454685,0.433610396,0.0317035586,0.3295468417,0.0244606728,0.9087219238,0.0072272817,0.6758866744,0.0101173463,0.5336595015,0.0084997934,0.6531268513,0.0278753214,0.5111855746,0.0207258229,0.3683464159,0.0146975424,0.760443202,0.0214055067,0.568359375,0.0243338743,0.4104802281,0.0128599229,"up"
0,0,1,0,0.6228956743,0.0177237434,0.6889190674,0.0192339061,0.6459891579,0.0155236436,0.4522954767,0.0559908098,0.3724628795,0.0309897177,0.3091943914,0.0128727632,0.740808279,0.0521543961,0.7455938981,0.0535605874,0.6997500741,0.0566593402,0.4323626333,0.0174625445,0.4370575385,0.024006891,0.4948829976,0.0262201918,"up"
0,0,0,0,0.3856689453,0.0427677387,0.4345776367,0.0605407285,0.4324560547,0.1114193752,0.4931835938,0.0407660671,0.5156616211,0.0485786329,0.4995703125,0.0941124786,0.6226229914,0.0103117495,0.7472219324,0.0036648869,0.8695710298,0.0007955071,0.5755164858,0.0165502045,0.4364533337,0.0150715185,0.2987237844,0.0104079544,"left"
0,0,0,0,0.5532905629,0.0259720949,0.4309615584,0.0198306342,0.2362375828,0.0090683356,0.3897325124,0.0596702644,0.2953422496,0.0492251063,0.1439879967,0.0179430808,0.4483612805,0.0237589586,0.3257518016,0.0177892286,0.1375935421,0.0048498718,0.307441796,0.0314596232,0.2518708426,0.0224970223,0.0950058897,0.0083164928,"up"
2,2,0,0,0.1918529369,0.0303123739,0.2510082104,0.0400202759,0.2367323134,0.0589990183,0.2263111256,0.0307233461,0.2461977358,0.0347648336,0.2289731626,0.0426906612,0.3280369345,0.0333090947,0.2427002104,0.0051508414,0.2295748244,0.0044119927,0.5662470082,0.1416945978,0.6647875328,0.1581963648,0.6828940511,0.1718223252,"right"
2,0,0,0,0.3664682426,0.0127718137,0.2658128925,0.0171136269,0.1645543716,0.0083767444,0.4278049843,0.1424741508,0.3798265644,0.1547688027,0.3358764648,0.1340169168,0.3452990852,0.0350555353,0.1996627146,0.0205260432,0.0900258074,0.0107921353,0.5096250894,0.0404486314,0.4289912101,0.0344470737,0.2893068402,0.0156982711,"up"
1,0,0,0,0.3913729799,0.0266171966,0.2715861003,0.0295750197,0.1760876225,0.0288653557,0.3566367953,0.0065228619,0.2225401635,0.01376671,0.1445408241,0.0089351803,0.3165164427,0.0206218046,0.1846158269,0.0086473076,0.1251229686,0.0048700776,0.2457376201,0.0028424932,0.1982014641,0.0058315717,0.0765615418,0.0011755079,"up"
5,0,1,0,0.1327193649,0.0139649093,0.1231056496,0.0121933161,0.065375434,0.0041841619,0.1065791377,0.01306354,0.085679796,0.0076485888,0.0624412254,0.0030818234,0.0783578308,0.0060771991,0.0733935879,0.005007887,0.0519200703,0.0019240437,0.2343376023,0.0212016807,0.1999582593,0.0141095589,0.1133849985,0.0070970792,"up"
0,0,0,0,0.2967300415,0.0954072861,0.144153595,0.0235474621,0.1298408508,0.0480834899,0.4511566162,0.0348994134,0.4213371277,0.0391599772,0.2814903259,0.0473852921,0.2052209122,0.0463548163,0.1882037369,0.041271581,0.1146326289,0.0198057752,0.6254232621,0.0342360216,0.5326982702,0.0409982289,0.4745277823,0.0558203788,"down"
0,0,0,0,0.4660408714,0.1155500549,0.4823941317,0.11129053,0.4866915616,0.1161871586,0.4271337336,0.0396141974,0.4950422807,0.0577377512,0.5539523038,0.1061737117,0.0943868483,0.0017448094,0.1180964899,0.0024410356,0.0874092861,0.0010198473,0.7323774437,0.0224302263,0.7929224674,0.0090944314,0.8830827903,0.0011436997,"right"
0,0,0,0,0.6272744141,0.0663879888,0.6239267578,0.0653614161,0.6401230469,0.0557172697,0.6013808594,0.0112630743,0.5978544922,0.0102835415,0.6096630859,0.0099959917,0.6593106342,0.0038119616,0.6250951155,0.0041665005,0.6130063271,0.0051028391,0.1242990118,0.0132041226,0.1463345355,0.0212590309,0.1083600004,0.0086156813,"left"
1,0,0,0,0.1431565718,0.012707289,0.1366285844,0.0105551779,0.1036737615,0.0071949492,0.8153034557,0.0009891042,0.8516956676,0.000242118,0.8883708607,0.0001240388,0.4146049319,0.0966052761,0.4210474674,0.1063068285,0.418255702,0.1219511321,0.5219527547,0.1470156496,0.5201940166,0.1445058326,0.4817591084,0.156260853,"down"
1,0,3,1,0.5432546349,0.0890766572,0.4602430274,0.0806936718,0.4037023357,0.0756557665,0.8305664063,0.0357082532,0.8060663253,0.0425912395,0.7953899166,0.0477909704,0.5340524563,0.0108885081,0.4426903581,0.0089738631,0.3728985791,0.0080458196,0.5023171241,0.0352727603,0.4361147811,0.030982494,0.3777721231,0.0287436195,"down"
0,0,0,0,0.0130157471,0.0002445554,0.0133292458,0.0002634543,0.0094562877,0.0002361446,0.0549108332,9.60E-005,0.0576421564,0.0001009426,0.0419047963,9.50E-005,0.0485689425,0.0013879439,0.0466639514,0.000856458,0.0323015403,0.0004391284,0.0536563241,0.0012541276,0.0563777399,0.0014934084,0.0419542358,0.0023730359,"down"
0,0,0,0,0.0852328214,0.0008223401,0.0998923562,0.0010659111,0.0914597945,0.0015984829,0.6088978161,0.0125797444,0.6529735218,0.0118104046,0.6867759011,0.0119129703,0.6110189573,0.0639938737,0.6380146623,0.0645027614,0.668176096,0.0680546335,0.1941869076,0.0361258181,0.2173170912,0.0427340545,0.2198144994,0.0518902408,"down"
0,0,0,1,0.4869140625,0.0667730395,0.4534871419,0.0749061704,0.4596679688,0.0929816659,0.3492513021,0.0389139801,0.4037394206,0.0311465335,0.3232462565,0.0523256858,0.4826775766,0.1442701169,0.463233374,0.1506961827,0.4426738771,0.1621904164,0.3029683148,0.1068573195,0.3596851062,0.0881489719,0.4317875174,0.0784043014,"left"
1,0,0,0,0.1447670676,0.0133810029,0.4580008767,0.0748327835,0.3595151034,0.0721789998,0.1598871404,0.0135607971,0.4499719793,0.0616226646,0.313079834,0.0246450248,0.068152029,0.0001330592,0.7656972008,0.0006857508,0.4981246297,0.000803239,0.2158249408,0.0011592114,0.8779620853,0.0030606436,0.6351284805,0.0026683594,"up"
0,1,0,0,0.8515264338,0.0002915738,0.8927251642,0.0004278855,0.8520244252,0.0008134063,0.7249090021,0.0003168986,0.8610659513,0.0001047487,0.9179063277,6.57E-005,0.5481468454,0.0151122853,0.6959993335,0.0132738431,0.744982968,0.0144471038,0.3571367743,0.0143341228,0.4950385071,0.0131319599,0.5308056872,0.0141504131,"down"
0,0,2,0,0.3655653212,0.0435263492,0.2801323785,0.0352899564,0.2185492622,0.0332189581,0.6565863715,0.0090790783,0.6308051215,0.0117149747,0.6319118924,0.0123382935,0.3599268123,0.0190284265,0.299176638,0.0233039209,0.2803787175,0.0275992137,0.5254414498,0.0256909908,0.4797426812,0.03456392,0.4673051231,0.041645359,"down"
3,0,0,1,0.321662454,0.0338767284,0.2094606886,0.0388407776,0.1290737975,0.0281999625,0.4781302658,0.0669271069,0.4400419347,0.0819752349,0.4221011891,0.1076749823,0.190740303,0.0357622217,0.1555089943,0.0293666686,0.1654870196,0.0463798112,0.2733129344,0.0082680398,0.1215744455,0.005712289,0.0450352617,0.0038663341,"up"
0,0,2,1,0.2886581421,0.0200419877,0.3452072144,0.031101562,0.1965751648,0.0127242954,0.8895149231,0.0447570876,0.9020385742,0.0473790728,0.9125614166,0.0426094426,0.4965597498,0.0645594309,0.5798311196,0.0526817289,0.4644083075,0.0878496027,0.3643125611,0.035503801,0.3559398427,0.0279210245,0.3303633271,0.0261549901,"down"
0,2,0,0,0.6593641801,0.0015893699,0.6698816473,0.001492076,0.6716891202,0.0017802587,0.3069083474,0.0517437175,0.2980651855,0.0541001265,0.2975755171,0.0560332669,0.5035822719,0.0089882113,0.501769846,0.0103838942,0.4890162174,0.0125971522,0.5392198608,0.0144742384,0.5380461345,0.0144085936,0.5374944461,0.0147848048,"up"
0,1,2,0,0.5443969727,0.0352667914,0.4319641113,0.0288185981,0.3793457031,0.0166461444,0.6099182129,0.0130865246,0.6118164063,0.0172475815,0.5682617188,0.0173625851,0.502067534,0.0342039831,0.392578125,0.0840716342,0.3746486009,0.0547505505,0.4683740847,0.054718387,0.3973097542,0.059647633,0.38809983,0.0354983677,"down"
0,0,0,0,0.9571171875,0.0059937747,0.9574179688,0.0068171036,0.9554287109,0.008312255,0.7464833984,0.0590480774,0.7225117188,0.0819862538,0.7095810547,0.0933031337,0.637017126,0.0632364707,0.5893942316,0.0929676654,0.5700206388,0.1087160487,0.7331880108,0.039248426,0.7313430308,0.0513854778,0.7284152977,0.0600949315,"up"
0,0,0,0,0.4832117417,0.0139998574,0.3370385263,0.0298502524,0.2676212086,0.0349257488,0.4195436964,0.0212918142,0.244609758,0.0326084386,0.1591078814,0.0270006091,0.5683146591,0.0201418085,0.5386297143,0.0299008946,0.5304259505,0.0392438534,0.7180233672,0.0167800789,0.6488159878,0.0261008888,0.5796437423,0.0356379764,"down"
0,0,0,0,0.4297943115,0.0321789812,0.441295277,0.0353820418,0.3935102983,0.0307790563,0.4576679577,0.0383575081,0.5666809082,0.052701983,0.4323355935,0.0416042743,0.3579828199,0.0765010887,0.4065591677,0.0898977978,0.3589380924,0.0788641444,0.3518587085,0.0159490928,0.3986578051,0.0202841685,0.3185389514,0.0147643829,"down"
0,3,0,1,0.9286672977,0.0014225724,0.9294314796,0.0014455039,0.9294702706,0.0014604326,0.9337178811,0.0009853357,0.9241132386,0.0009449901,0.9351104767,0.0011760508,0.5460437745,0.0850250466,0.371562908,0.0531760223,0.3053912369,0.0552167995,0.9196006038,0.0019743662,0.8690284351,0.0034003368,0.81841547,0.0030831388,"right"
0,0,9,0,0.5509033203,0.0136303753,0.4333902995,0.0138340536,0.2952609592,0.0112918976,0.5227186415,0.0003007702,0.704820421,0.0002412768,0.8751600477,0.0002389334,0.3671621347,0.0409757222,0.4092974548,0.0586148815,0.3964735042,0.0971695469,0.3657851635,0.0365390823,0.4150481215,0.0497020285,0.3925418889,0.0928413435,"down"
0,0,0,0,0.5290874134,0.0072210372,0.376143022,0.0037265305,0.2084863836,0.0014782831,0.3309326172,0.0631816238,0.2563171387,0.045034936,0.1689952504,0.0248703715,0.2396882405,0.0019110097,0.1979876333,0.001136508,0.1339214307,0.0008778284,0.4722378555,0.0660653628,0.363592269,0.0448087909,0.241387737,0.0284071904,"right"
0,1,0,0,0.449777832,0.0113560126,0.5177172852,0.0156779286,0.4878540039,0.0215326296,0.7250146484,0.0467905691,0.6523193359,0.0380854219,0.5184765625,0.0290465294,0.2965652389,0.0166605275,0.3125619522,0.0133695102,0.2351119053,0.013938348,0.6099847402,0.038511398,0.5847473654,0.0248485915,0.4906354341,0.0185225762,"up"
0,2,2,1,0.3162624783,0.0327845932,0.3671893084,0.0296856704,0.2584463614,0.0156243333,0.1828902633,0.0229650705,0.2619113498,0.0556009875,0.2417335793,0.0654885669,0.276359346,0.0300563667,0.3268631292,0.0337932702,0.2568703193,0.0210648131,0.5060885867,0.0303756137,0.5865817055,0.0547760176,0.5157902737,0.0765536803,"down"
5,0,0,0,0.5093261719,0.0009522796,0.6733276367,0.0002958082,0.8530053711,0.0004322309,0.525234375,0.0179382652,0.4147363281,0.0168775214,0.2899853516,0.0129626531,0.3958876774,0.033528725,0.4347904059,0.0440015404,0.4180372235,0.0869025055,0.3733761999,0.0372510472,0.4170264242,0.0538903147,0.4134886269,0.0938908208,"up"
2,1,0,1,0.5854277141,0.0651674538,0.5538032808,0.0617222997,0.530302532,0.0624918336,0.6717864516,0.0678295097,0.625111318,0.0577325944,0.5838490224,0.0503821412,0.6534677659,0.0219280587,0.6065388401,0.0220623464,0.5756646355,0.0208260117,0.4659424881,0.0365918704,0.4272608391,0.0357190046,0.4244398458,0.0445217278,"left"
0,0,0,1,0.6261788163,0.0372134085,0.5438579485,0.0297188846,0.4579192517,0.0236371794,0.6564761891,0.049728478,0.5703962737,0.0432117616,0.4790254481,0.0335086392,0.2183523482,0.0201513061,0.1670552688,0.0154361069,0.1356966731,0.0093051823,0.9028068786,0.0113289685,0.8130365904,0.0140076173,0.7120889335,0.0130275528,"right"
0,1,0,2,0.3199365789,0.0408344535,0.3199240945,0.043207928,0.3088642467,0.0392140123,0.4131469727,0.0989312872,0.4162306352,0.1062364766,0.4108734131,0.1075111524,0.5260145142,0.0174324772,0.5295190314,0.0197590375,0.5035674615,0.0194530406,0.0985504295,0.004405353,0.1014069905,0.0057940345,0.1043024289,0.0075733051,"right"
5,0,2,1,0.5815632084,0.0122539425,0.5526610063,0.0127709785,0.5210289832,0.0128752458,0.8226615629,0.0488274247,0.7999843143,0.0596796217,0.8080814342,0.0546779726,0.4607251672,0.0238741933,0.3630436395,0.0228907536,0.3346887807,0.027080981,0.6526639344,0.0953261607,0.6595580107,0.0890756933,0.6492918869,0.0980093488,"down"
1,0,0,0,0.4774678548,0.0288291788,0.4356163873,0.0274530601,0.4119737413,0.0310105299,0.3066151937,0.0034027358,0.2886979845,0.0033746358,0.2817569309,0.0037464711,0.5359958901,0.0479414466,0.5321484828,0.049531494,0.5160798993,0.0469570897,0.2130852585,0.0058605704,0.1599276687,0.0037259655,0.1266543851,0.0028082661,"down"
0,0,0,0,0.1599047852,0.0077857243,0.1959179688,0.0105050045,0.1016748047,0.0048133915,0.1813842773,0.0492427932,0.1751391602,0.0404084947,0.1270361328,0.0203304413,0.439909615,0.0394976065,0.447448221,0.0312508009,0.2880647433,0.0276976041,0.4253541058,0.0438800828,0.4241444073,0.0306971128,0.2618459151,0.0287619733,"up"
2,0,0,12,0.4278988221,0.0235206551,0.4638507428,0.0225596722,0.5437176166,0.0500836175,0.5392155623,0.0486807367,0.5570416228,0.0339018839,0.6054788698,0.0385959802,0.301981099,0.0001223817,0.4624946074,9.52E-005,0.73874636,0.0001161402,0.4328826035,0.0231605587,0.3954631552,0.016422756,0.3846105883,0.0138553086,"left"
0,0,2,0,0.1495369412,0.0052278065,0.1931782906,0.0041724123,0.1765379243,0.0041779862,0.6622128518,0.0136683528,0.6557390832,0.0145486659,0.6640236962,0.0166000452,0.3978138858,0.0534889409,0.3505577882,0.0562886972,0.3356083703,0.0563734371,0.3597474363,0.0476664575,0.3377303908,0.0464371976,0.358110449,0.058456209,"down"
0,0,0,0,0.5769555664,0.0283509026,0.5090258789,0.0257013571,0.4837475586,0.0224640819,0.4515893555,0.0276100132,0.5453613281,0.0321381545,0.6685253906,0.0803648711,0.4646872391,0.0365731021,0.4849325699,0.0302697259,0.3715535006,0.0412042634,0.4421398946,0.072497675,0.4092204455,0.0540530788,0.3522733201,0.0492679593,"down"
4,0,0,0,0.8189868927,0.0513727154,0.7869491577,0.0596644622,0.8076934814,0.0328199209,0.2222824097,0.0200929436,0.3380775452,0.0181500711,0.4360942841,0.0151480122,0.6108010104,0.1077368941,0.6253641419,0.0501441575,0.6211192145,0.0222884151,0.4234105077,0.1028194698,0.458551479,0.0717090339,0.5045785121,0.0526164682,"up"
3,2,0,0,0.1600677016,0.0063800536,0.1689086282,0.0065920846,0.1040899247,0.007843844,0.6468056792,0.1063160729,0.6614136375,0.0861620831,0.7199846179,0.0692721823,0.501702033,0.1111886757,0.4744829864,0.0955564291,0.443200968,0.105773305,0.5776632604,0.1147228015,0.4589186529,0.0875593608,0.4132755204,0.0710650184,"up"
0,1,2,0,0.224097512,0.0830860877,0.2306726629,0.0857805844,0.2089441473,0.0888464218,0.1925617565,0.0388685388,0.2036854137,0.0403728921,0.1902923584,0.0370097487,0.1126703199,0.0081694717,0.1068368632,0.0066298656,0.0903102784,0.0038449249,0.5629443128,0.0851251011,0.6099396475,0.1017517156,0.6507886552,0.1155545463,"right"
3,0,0,0,0.6925048828,0.0293350357,0.6973876953,0.0281334537,0.8066723633,0.0393754377,0.3164599609,0.0139723749,0.3147094727,0.0197346793,0.3671850586,0.03583148,0.2944327786,0.0319981229,0.2838650355,0.036997279,0.329256443,0.0641316777,0.2336380947,0.0193594978,0.2102918927,0.0129123908,0.2123526189,0.0142459618,"up"
0,0,1,0,0.4258388943,0.0225781169,0.5978919135,0.0037303939,0.6487036811,0.0020421234,0.5257500543,0.0837038126,0.3726043701,0.0960656433,0.2881334093,0.0694214348,0.6180294032,0.025996926,0.5633871669,0.0411718284,0.5490725485,0.0492884236,0.2083529476,0.0070375763,0.3870107003,0.0418909222,0.4379684784,0.0596529909,"down"
0,0,5,0,0.1454842307,0.0058375022,0.1214779941,0.0044926175,0.1458337957,0.0053053221,0.7529921098,0.0016264849,0.7625163685,0.001026043,0.8864274458,0.0004705209,0.4047782139,0.0435443423,0.3652288211,0.0494847121,0.4225581309,0.0718030918,0.2893420468,0.0679176959,0.2782564425,0.0663301716,0.3099896327,0.0853515521,"down"
0,2,1,1,0.6708408203,0.0331273065,0.6741679688,0.0399083089,0.6773876953,0.0466984272,0.6619472656,0.051641438,0.6526455078,0.0685360303,0.6536992188,0.0772307295,0.4870590811,0.0041804223,0.4863737283,0.0052892882,0.4826029853,0.0068146478,0.8163358906,0.0013189794,0.8451545822,0.0007288407,0.8873832555,0.0001611957,"right"
1,1,1,1,0.4600954923,0.0394366988,0.4822221236,0.0354900286,0.3488214666,0.0414986255,0.3658530495,0.007514896,0.3405983665,0.0061580859,0.3178932884,0.0092712636,0.2144753406,0.0246899228,0.2048985486,0.0223162686,0.1624796357,0.0162582364,0.3366224822,0.0538424604,0.3236966825,0.0459162296,0.2528621149,0.0436455261,"up"
0,2,0,0,0.4264678955,0.088307535,0.383228302,0.0732875824,0.396062851,0.0990800273,0.3815460205,0.063546797,0.3004074097,0.0750275049,0.2698173523,0.1053634808,0.0995177029,0.0107159935,0.1028128056,0.0075515075,0.0795535569,0.0024489445,0.5494570975,0.0115124453,0.7403642438,0.0052002411,0.8592604099,0.0014514717,"right"
1,0,0,0,0.5999020663,0.0591193123,0.6470281428,0.0522654459,0.6125446666,0.0720171542,0.4625202526,0.0438954217,0.4899708141,0.0395659706,0.4015544545,0.0483358341,0.6279306132,0.0024599437,0.6395845675,0.0028302256,0.663262737,0.0040980881,0.6978099082,0.0704831709,0.7647622927,0.04714929,0.6546856487,0.1169816047,"right"
1,2,3,1,0.2700801143,0.0398586404,0.3215720848,0.0384721608,0.2501473886,0.0262744015,0.1829146774,0.0249268371,0.2530481409,0.0500691327,0.2507758247,0.0660752105,0.2701730428,0.0377193335,0.3185270615,0.0427669152,0.271666538,0.0320703765,0.4855343287,0.0202368572,0.5506654378,0.037432454,0.5133907891,0.0660345573,"down"
0,0,1,0,0.4925509366,0.0390464697,0.3118216775,0.0339163005,0.2681829279,0.0315312174,0.3759834983,0.0342645238,0.1759934859,0.0095633739,0.1257671009,0.0021758968,0.6016532139,0.0454493653,0.3194127666,0.02861966,0.2376795764,0.0150946373,0.2280009627,0.0108823577,0.1281583235,0.0039650046,0.1005220675,0.0022069004,"down"
0,0,0,0,0.5331753817,0.0689938928,0.5526719527,0.0686788303,0.4910888672,0.1028337763,0.226391879,0.0285925086,0.2456512451,0.0292728644,0.1879272461,0.0259587565,0.5175003703,0.0104906031,0.5242131961,0.0093486753,0.5004072867,0.0105983142,0.7077791765,0.0753178358,0.7346415877,0.0722486174,0.7447441499,0.0928074634,"right"
0,0,0,3,0.5498726585,0.096427921,0.4715853604,0.0913590971,0.4830710671,0.0959997948,0.5189583518,0.0714563805,0.4485321045,0.0694976503,0.4643069181,0.0775888065,0.9338529325,0.0011137376,0.8637200089,0.0003350597,0.8862744372,5.63E-005,0.4944479414,0.0001945925,0.418505628,0.0002030803,0.4450977488,0.0002127959,"left"
0,2,0,1,0.3903503418,0.0210152002,0.3399422385,0.0218509501,0.2910863703,0.023832858,0.8385842063,0.0020307477,0.8457766446,0.0015383688,0.8584123091,0.0012126238,0.5152880628,0.0888005138,0.4883756665,0.1009266624,0.4581994224,0.1151113233,0.4855135515,0.0393991316,0.4853598934,0.0420612344,0.4677114188,0.0508049253,"down"
0,0,0,0,0.363023546,0.0018841291,0.3687795003,0.0020909727,0.3817545573,0.0015783111,0.4171532525,0.0179643405,0.3788486057,0.0132271151,0.3529985216,0.0103445691,0.5132780815,0.0229463187,0.4914202817,0.0190628106,0.4773093497,0.0204306602,0.3446801673,0.0082266898,0.3357315506,0.0087463644,0.3399727513,0.0074701507,"up"
0,0,0,0,0.3896789551,0.0981016299,0.3445892334,0.0958222707,0.3086585999,0.0859687733,0.4269523621,0.0523140275,0.3198509216,0.0298493758,0.2456264496,0.0202337629,0.8767417699,0.0135117971,0.9677034102,0.0080632542,0.9483605973,0.0099499337,0.219906087,0.0057036999,0.2278000733,0.0106787653,0.2321952412,0.0153066577,"left"
0,0,0,0,0.6292198032,0.042257996,0.4610858992,0.0447773246,0.3136345358,0.037213207,0.4511982039,0.0429227018,0.365115895,0.0425573096,0.269969267,0.0299847311,0.6413755877,0.0576489383,0.5051423242,0.0596506306,0.3698081689,0.0455268496,0.5287475087,0.0391667858,0.3763973707,0.0305293559,0.2510156889,0.020158898,"down"
0,1,0,0,0.9150321267,0.0378424985,0.9037184282,0.0488929762,0.9072182395,0.0460485924,0.2822015936,0.021266682,0.3048678311,0.0250880068,0.2971011075,0.0224342973,0.2514810427,0.0173730981,0.2399603821,0.0165807868,0.2419931132,0.0158907616,0.5313518217,0.1203243712,0.5034341677,0.1215730798,0.5034785989,0.1197696755,"up"
0,1,0,0,0.2826202393,0.0505945623,0.2495910645,0.075851154,0.2561981201,0.0873143002,0.268838501,0.0220452159,0.2796783447,0.0215881323,0.2640960693,0.0267051089,0.5233885699,0.0191064544,0.4727989627,0.0430986523,0.4683993346,0.0393364937,0.2271700483,0.0012235355,0.2159691414,0.0007523393,0.1374649335,0.0008265556,"up"
0,0,0,0,0.7398043546,0.0179198107,0.7542280717,0.0159235482,0.7796575373,0.0120030099,0.3893987482,0.0246903706,0.3969463002,0.0199396427,0.38481695,0.0137573996,0.4666950533,0.0523591828,0.4945941943,0.0518844319,0.5038544135,0.0561860695,0.3965380628,0.0248238593,0.4459734153,0.0249732183,0.4642494816,0.0314793892,"up"
1,0,1,0,0.2503136529,0.0047536701,0.1896091037,0.0032796749,0.159072876,0.0019471498,0.22495185,0.0141543831,0.1992882623,0.0181916308,0.1962517632,0.0186520867,0.256284853,0.0051514328,0.225385646,0.005110274,0.1829012167,0.0024857129,0.1565600558,0.0051026781,0.1245156793,0.0038513985,0.1134464622,0.0023271856,"down"
0,0,0,1,0.8585181143,0.0119711415,0.6691511566,0.0156156733,0.4981593712,0.0136299007,0.6033397001,0.0203895727,0.3798145967,0.0084246397,0.245552811,0.0087741001,0.6108282655,0.0040416168,0.4165394394,0.0038010325,0.3146990622,0.0057390127,0.9542860154,0.005690249,0.638028286,0.0173992185,0.326160696,0.0119806415,"left"
0,0,0,0,0.0855130282,0.0018964396,0.1127749356,0.0019870221,0.0669708252,0.0011108581,0.6606140137,0.0069510684,0.7667402788,0.0038077964,0.8834977583,0.006738269,0.4397863596,0.0873025624,0.4802317832,0.0943428382,0.50151992,0.1200461983,0.2013755184,0.0472436969,0.2355709419,0.0604537474,0.2329402399,0.0866777345,"down"
2,1,2,0,0.3257501776,0.0784891691,0.3691586581,0.0945846164,0.3079806241,0.1243777092,0.6557395241,0.0419140616,0.5512570468,0.0282956536,0.4239959717,0.0286634445,0.2520864188,0.0651383317,0.2321812056,0.0542035107,0.1822311908,0.0376606242,0.1924466825,0.0214503306,0.1996112263,0.0232404859,0.1623130184,0.0290392529,"up"
0,0,0,0,0.3628304221,0.0136720131,0.3713254062,0.0137249182,0.2987032804,0.0179133476,0.6748241078,0.1301237829,0.6837615967,0.1287439617,0.6896611994,0.1395903826,0.0683482672,0.0054598079,0.076171875,0.0050404879,0.048950311,0.0025750287,0.4996001185,0.0849894149,0.5174152103,0.083365807,0.4220804947,0.117664002,"down"
